symbol_x,symbol_y
TUBGCP3,TUBGCP5
MARK4,TUBGCP5
MZT2A,TUBGCP5
TOPORS,TUBGCP5
NME7,TUBGCP5
BLOC1S2,TUBGCP5
MZT1,TUBGCP5
CENPJ,TUBGCP5
MZT2B,TUBGCP5
BRCA1,TUBGCP5
TUBGCP2,TUBGCP5
NEDD1,TUBGCP5
ACTG1,TUBGCP5
ACTB,TUBGCP5
TUBGCP6,MARK4
TUBGCP4,MARK4
MZT2A,MARK4
USP9X,MARK4
TOPORS,MARK4
BLOC1S2,MARK4
MZT1,MARK4
CENPJ,MARK4
MZT2B,MARK4
BRCA1,MARK4
TUBGCP5,MARK4
TUBGCP6,TUBG2
TUBG1,TUBG2
TUBGCP4,TUBG2
TUBGCP3,TUBG2
MZT2A,TUBG2
NME7,TUBG2
MZT2B,TUBG2
TUBGCP2,TUBG2
TUBGCP5,TUBG2
TUBGCP6,MZT2A
TUBG2,MZT2A
TUBG1,MZT2A
TUBGCP4,MZT2A
MARK4,MZT2A
CDK5RAP2,MZT2A
TOPORS,MZT2A
NME7,MZT2A
BLOC1S2,MZT2A
MZT1,MZT2A
CENPJ,MZT2A
MZT2B,MZT2A
BRCA1,MZT2A
TUBGCP2,MZT2A
NEDD1,MZT2A
TUBGCP5,MZT2A
TUBGCP6,NEDD1
TUBG1,NEDD1
TUBGCP4,NEDD1
TUBGCP3,NEDD1
PLK4,NEDD1
MZT2A,NEDD1
NME7,NEDD1
MZT1,NEDD1
HAUS6,NEDD1
MZT2B,NEDD1
TUBGCP2,NEDD1
TUBGCP5,NEDD1
TUBGCP6,TUBGCP3
TUBG2,TUBGCP3
TUBG1,TUBGCP3
TUBGCP4,TUBGCP3
MZT1,TUBGCP3
MZT2B,TUBGCP3
TUBGCP2,TUBGCP3
NEDD1,TUBGCP3
ACTG1,TUBGCP3
TUBGCP5,TUBGCP3
ACTB,TUBGCP3
TUBGCP6,TOPORS
TUBGCP4,TOPORS
MARK4,TOPORS
TP53,TOPORS
MZT2A,TOPORS
TOP1,TOPORS
BLOC1S2,TOPORS
MZT1,TOPORS
CENPJ,TOPORS
MZT2B,TOPORS
BRCA1,TOPORS
TUBGCP5,TOPORS
TUBGCP6,MZT1
TUBG1,MZT1
TUBGCP4,MZT1
TUBGCP3,MZT1
MARK4,MZT1
MZT2A,MZT1
TOPORS,MZT1
NME7,MZT1
BLOC1S2,MZT1
CENPJ,MZT1
MZT2B,MZT1
BRCA1,MZT1
TUBGCP2,MZT1
NEDD1,MZT1
ACTG1,MZT1
TUBGCP5,MZT1
ACTB,MZT1
TUBGCP6,TUBGCP4
TUBG2,TUBGCP4
TUBG1,TUBGCP4
TUBGCP3,TUBGCP4
MARK4,TUBGCP4
MZT2A,TUBGCP4
TOPORS,TUBGCP4
NME7,TUBGCP4
BLOC1S2,TUBGCP4
MZT1,TUBGCP4
CENPJ,TUBGCP4
MZT2B,TUBGCP4
BRCA1,TUBGCP4
TUBGCP2,TUBGCP4
NEDD1,TUBGCP4
ACTG1,TUBGCP4
TUBGCP5,TUBGCP4
ACTB,TUBGCP4
TUBGCP6,BLOC1S2
TUBGCP4,BLOC1S2
MARK4,BLOC1S2
HPS5,BLOC1S2
HPS3,BLOC1S2
HPS6,BLOC1S2
MZT2A,BLOC1S2
BLOC1S4,BLOC1S2
BORCS5,BLOC1S2
HPS1,BLOC1S2
DTNBP1,BLOC1S2
BORCS7,BLOC1S2
BCAS4,BLOC1S2
TOPORS,BLOC1S2
SNAPIN,BLOC1S2
MZT1,BLOC1S2
CENPJ,BLOC1S2
BORCS6,BLOC1S2
BLOC1S5,BLOC1S2
HPS4,BLOC1S2
MZT2B,BLOC1S2
BLOC1S3,BLOC1S2
BRCA1,BLOC1S2
BORCS8,BLOC1S2
BLOC1S1,BLOC1S2
BLOC1S6,BLOC1S2
KXD1,BLOC1S2
TUBGCP5,BLOC1S2
WASHC1,BLOC1S2
TUBGCP6,MZT2B
TUBG2,MZT2B
TUBG1,MZT2B
TUBGCP4,MZT2B
TUBGCP3,MZT2B
MARK4,MZT2B
MZT2A,MZT2B
TOPORS,MZT2B
NME7,MZT2B
BLOC1S2,MZT2B
MZT1,MZT2B
CENPJ,MZT2B
BRCA1,MZT2B
TUBGCP2,MZT2B
NEDD1,MZT2B
TUBGCP5,MZT2B
TUBGCP6,TUBGCP2
TUBG2,TUBGCP2
TUBG1,TUBGCP2
TUBGCP4,TUBGCP2
TUBGCP3,TUBGCP2
MZT2A,TUBGCP2
CDK5RAP2,TUBGCP2
NME7,TUBGCP2
MZT1,TUBGCP2
MZT2B,TUBGCP2
NEDD1,TUBGCP2
ACTG1,TUBGCP2
TUBGCP5,TUBGCP2
ACTB,TUBGCP2
GGT1,GGT1-2
GGT1,GGT5
SDF2L1,SNX5
SNX1,SNX5
VPS26A,SNX5
VPS26B,SNX5
VPS35,SNX5
SNX32,SNX5
DCTN1,SNX5
SNX2,SNX5
SNX27,SNX5
TBC1D5,SNX5
VPS29,SNX5
SNX6,SNX5
SDF2L1,HYOU1
SCARF1,HYOU1
DNAJC10,HYOU1
SIL1,HYOU1
HSP90B1,HYOU1
PPIB,HYOU1
HSPA5,HYOU1
DNAJB11,HYOU1
PDIA4,HYOU1
YWHAH,NEDD4L
SMAD7,NEDD4L
SMAD2,NEDD4L
RPS27A,NEDD4L
SCN5A,NEDD4L
SMAD3,NEDD4L
SFN,NEDD4L
SMAD4,NEDD4L
SGK1,NEDD4L
AMOT,NEDD4L
YBX1,NEDD4L
TNK2,NEDD4L
UBE2D2,NEDD4L
UBA52,NEDD4L
PDCD6IP,NEDD4L
NEDD4,NEDD4L
UBC,NEDD4L
UBE2E3,NEDD4L
UBB,NEDD4L
YWHAH,CDC25B
CCNA1,CDC25B
YWHAE,CDC25B
CDK2,CDC25B
CDC25A,CDC25B
YWHAG,CDC25B
CDC25C,CDC25B
YWHAB,CDC25B
YWHAQ,CDC25B
CDK1,CDC25B
YWHAZ,CDC25B
CCNA2,CDC25B
YWHAH,ARAF
KRAS,ARAF
MAP2K2,ARAF
MAP2K1,ARAF
PKM,ARAF
GALP,ARAF
NRAS,ARAF
YWHAB,ARAF
YWHAQ,ARAF
RAF1,ARAF
HRAS,ARAF
BRAF,ARAF
YWHAH,BAD
YWHAE,BAD
SFN,BAD
YWHAB,BAD
BCL2L1,BAD
YWHAQ,BAD
YWHAZ,BAD
BCL2,BAD
MCHR1,PMCH
MCHR2,PMCH
MCHR1,MCHR2
PMCH,MCHR2
GALR3,GALR2
SPX,GALR2
GAL,GALR2
GALR1,GALR2
GNG2,GALR2
GNAS,GALR2
GNB1,GALR2
IGHV3-16,GALR2
GALR3,GALR1
GAL,GALR1
HTR1A,GALR1
GALR2,GALR1
GNG2,GALR1
GNB1,GALR1
GNAI1,GALR1
GALR3,GAL
GALR1,GAL
GPR151,GAL
GALR2,GAL
GNG2,GAL
GNAS,GAL
GNB1,GAL
NPY,GAL
IGHV3-16,GAL
GNAI1,GAL
RAC2,PLD2
RPTOR,PLD2
PLD1,PLD2
SRC,PLD2
PLD3,PLD2
PLD4,PLD2
LSM8,SART3
LSM7,SART3
USP4,SART3
USP15,SART3
LSM6,SART3
LSM3,SART3
LSM2,SART3
LSM5,SART3
RNPS1,SART3
LSM4,SART3
LRRC4,NTNG2
LRRC4C,NTNG2
LRRC4,NTNG1
LRRC4C,NTNG1
SMO,SHH
DISP2,SHH
BOC,SHH
DISP1,SHH
IHH,SHH
HHIP,SHH
GAS1,SHH
PTCH1,SHH
PTCH2,SHH
CDON,SHH
LRP2,SHH
DHH,SHH
SMO,PTCH2
BOC,PTCH2
IHH,PTCH2
SHH,PTCH2
GAS1,PTCH2
PTCH1,PTCH2
CDON,PTCH2
LRP2,PTCH2
DHH,PTCH2
SMO,EVC2
EVC,EVC2
SMO,IHH
DISP2,IHH
BOC,IHH
HHIP,IHH
SHH,IHH
PTCH1,IHH
PTCH2,IHH
CDON,IHH
DHH,IHH
SMO,PTCH1
CCNB1,PTCH1
SMURF2,PTCH1
BOC,PTCH1
IHH,PTCH1
SHH,PTCH1
GAS1,PTCH1
BBS1,PTCH1
SMURF1,PTCH1
PTCH2,PTCH1
CDON,PTCH1
LRP2,PTCH1
DHH,PTCH1
SMO,KIF3A
MAP3K10,KIF3A
KIF11,KIF3A
KIF3C,KIF3A
TNKS,KIF3A
KIF15,KIF3A
KIFAP3,KIF3A
RAB4A,KIF3A
KIF3B,KIF3A
KIF7,KIF3A
KLC2,KIF3A
ARRB2,KIF3A
ARRB1,KIF3A
KIFC3,KIF3A
SMO,EVC
EVC2,EVC
SNAP23,SYT7
VAMP7,SYT7
STX4,SYT7
SNAP23,STXBP6
STX4,STXBP6
TMOD2,NEB
TMOD1,NEB
CAPZA1,NEB
TMOD4,NEB
TMOD3,NEB
MYPN,NEB
DMD,NEB
TRIM63,NEB
TTN,NEB
TMOD2,ADD1
GYPC,ADD1
TMOD1,ADD1
CAPG,ADD1
ADD2,ADD1
ANK1,ADD1
ANK3,ADD1
TMOD4,ADD1
TMOD3,ADD1
EPB41,ADD1
ADD3,ADD1
ANK2,ADD1
MTPN,ADD1
SLC2A1,ADD1
DMTN,ADD1
TMOD2,ADD3
GYPC,ADD3
TMOD1,ADD3
ADD1,ADD3
ANK1,ADD3
ANK3,ADD3
TMOD4,ADD3
CALML6,ADD3
TMOD3,ADD3
CALML3,ADD3
EPB41,ADD3
ANK2,ADD3
CALML5,ADD3
CALML4,ADD3
DMTN,ADD3
TMOD2,DMTN
GYPC,DMTN
TMOD1,DMTN
ADD2,DMTN
ADD1,DMTN
TMOD4,DMTN
TMOD3,DMTN
EPB41,DMTN
ADD3,DMTN
TMOD2,ADD2
GYPC,ADD2
TMOD1,ADD2
CAPG,ADD2
ADD1,ADD2
ANK1,ADD2
ANK3,ADD2
TMOD4,ADD2
TMOD3,ADD2
EPB41,ADD2
ANK2,ADD2
MTPN,ADD2
DMTN,ADD2
DLL4,DLL3
NOTCH2,DLL3
NOTCH3,DLL3
DLL1,DLL3
NOTCH4,DLL3
NOTCH1,DLL3
ALDH1A2,AOX1
ALDH1A1,AOX1
ALDH1A3,AOX1
ALDH1A2,ALDH1A1
ALDH1A3,ALDH1A1
AOX1,ALDH1A1
ALDH1A2,ALDH1A3
ALDH1A1,ALDH1A3
AOX1,ALDH1A3
KNSTRN,SPAG5
RPTOR,SPAG5
DYNLL1,SPAG5
COPB1,COG3
COG5,COG3
COG1,COG3
COG7,COG3
COG4,COG3
COG2,COG3
COG6,COG3
VPS52,COG3
H3BMQ9_HUMAN,COG3
H3BUN2_HUMAN,COG3
COG8,COG3
COPB1,COPZ2
ARCN1,COPZ2
SCYL1,COPZ2
TMED3,COPZ2
DIPK2A,COPZ2
COPG1,COPZ2
COPB2,COPZ2
COPA,COPZ2
COPG2,COPZ2
TMED7,COPZ2
COPZ1,COPZ2
COPE,COPZ2
COPB1,COPA
ARCN1,COPA
SCYL1,COPA
TMED3,COPA
TMED10,COPA
DIPK2A,COPA
COPG1,COPA
COPB2,COPA
SURF4,COPA
COPG2,COPA
TMED7,COPA
COPZ1,COPA
COPE,COPA
COPZ2,COPA
COPB1,SCYL1
ARCN1,SCYL1
TMED3,SCYL1
DIPK2A,SCYL1
COPG1,SCYL1
COPB2,SCYL1
COPA,SCYL1
COPG2,SCYL1
TMED7,SCYL1
COPZ1,SCYL1
COPE,SCYL1
COPZ2,SCYL1
COPB1,COPG1
ARFGAP3,COPG1
ARCN1,COPG1
SCYL1,COPG1
TMED3,COPG1
TMED10,COPG1
DIPK2A,COPG1
COPB2,COPG1
COPA,COPG1
GBF1,COPG1
COPG2,COPG1
TMED7,COPG1
ARFGAP2,COPG1
ARF1,COPG1
COPZ1,COPG1
COPE,COPG1
COPZ2,COPG1
COPB1,ARCN1
SCYL1,ARCN1
TMED3,ARCN1
TMED10,ARCN1
DIPK2A,ARCN1
COPG1,ARCN1
COPB2,ARCN1
COPA,ARCN1
COPG2,ARCN1
TMED7,ARCN1
COPZ1,ARCN1
COPE,ARCN1
COPZ2,ARCN1
COPB1,COPB2
ARFGAP3,COPB2
ARCN1,COPB2
SCYL1,COPB2
TMED3,COPB2
TMED10,COPB2
DIPK2A,COPB2
COPG1,COPB2
COPA,COPB2
COPG2,COPB2
TMED7,COPB2
ARFGAP2,COPB2
COPZ1,COPB2
COPE,COPB2
COPZ2,COPB2
COPB1,COPZ1
ARCN1,COPZ1
SCYL1,COPZ1
TMED3,COPZ1
DIPK2A,COPZ1
COPG1,COPZ1
COPB2,COPZ1
COPA,COPZ1
COPG2,COPZ1
TMED7,COPZ1
ARF1,COPZ1
COPE,COPZ1
COPZ2,COPZ1
COPB1,COPE
ARCN1,COPE
SCYL1,COPE
TMED3,COPE
DIPK2A,COPE
COPG1,COPE
COPB2,COPE
COPA,COPE
COPG2,COPE
TMED7,COPE
COPZ1,COPE
COPZ2,COPE
COPB1,TMED3
TMED2,TMED3
ARCN1,TMED3
SCYL1,TMED3
TMED10,TMED3
DIPK2A,TMED3
COPG1,TMED3
COPB2,TMED3
TMED9,TMED3
COPA,TMED3
COPG2,TMED3
TMED7,TMED3
COPZ1,TMED3
COPE,TMED3
COPZ2,TMED3
COPB1,DIPK2A
ARCN1,DIPK2A
SCYL1,DIPK2A
TMED3,DIPK2A
COPG1,DIPK2A
COPB2,DIPK2A
COPA,DIPK2A
COPG2,DIPK2A
TMED7,DIPK2A
COPZ1,DIPK2A
COPE,DIPK2A
COPZ2,DIPK2A
COPB1,TMED7
TMED2,TMED7
ARCN1,TMED7
PDCD6,TMED7
SCYL1,TMED7
SEC24D,TMED7
TMED3,TMED7
TMED10,TMED7
SEC23A,TMED7
DIPK2A,TMED7
COPG1,TMED7
COPB2,TMED7
SEC24C,TMED7
KLHL12,TMED7
COPA,TMED7
SAR1A,TMED7
PEF1,TMED7
SEC13,TMED7
SEC31A,TMED7
SEC24A,TMED7
COPG2,TMED7
SEC24B,TMED7
COPZ1,TMED7
COPE,TMED7
COPZ2,TMED7
COPB1,KDELR1
KDELR2,KDELR1
ARFGAP1,KDELR1
KDELR3,KDELR1
MYOD1,CSRP3
TCAP,CSRP3
TTN,CSRP3
MYOD1,MRLN
MYOD1,ID1
TCF3,ID1
FOXO3,ID1
ETS2,ID1
TCF4,ID1
TPH1,TPH2
E2F8,E2F7
HIF1A,E2F7
CD68,LAMP3
LAMP1,LAMP3
ATP1B2,ATP12A
ATP4A,ATP12A
SLC9A1,ATP12A
ABCB6,ATP12A
ABCG8,ATP12A
ATP1B3,ATP12A
ABCB8,ATP12A
ATP4B,ATP12A
ABCA2,ATP12A
ABCD4,ATP12A
PLN,ATP12A
ATP1A2,ATP12A
ATP1B1,ATP12A
ABCG5,ATP12A
ATP2A2,ATP12A
ATP1A3,ATP12A
ATP1A1,ATP12A
FXYD1,ATP12A
ATP1B2,ATP1B4
ATP1B3,ATP1B4
FXYD2,ATP1B4
ATP1A2,ATP1B4
ATP1B1,ATP1B4
ATP1A4,ATP1B4
ATP1A3,ATP1B4
ATP1A1,ATP1B4
SNW1,ATP1B4
FXYD1,ATP1B4
FXR2,TDRD3
FXR1,TDRD3
FMR1,TDRD3
TOP3B,TDRD3
DDX3X,TDRD3
FXR2,PURA
FXR1,PURA
FMR1,PURA
YBX1,PURA
FXR2,CAPRIN1
FXR1,CAPRIN1
G3BP2,CAPRIN1
STAT1,CAPRIN1
FMR1,CAPRIN1
G3BP1,CAPRIN1
QTRT1,QTRT2
ERI1,SYNCRIP
LSM11,SYNCRIP
IGF2BP1,SYNCRIP
PAIP1,SYNCRIP
MRPL13,SYNCRIP
PABPC1,SYNCRIP
HNRNPD,SYNCRIP
EPRS1,SYNCRIP
DHX9,SYNCRIP
YBX1,SYNCRIP
HNRNPR,SYNCRIP
NFX1,SYNCRIP
RPL13A,SYNCRIP
A1CF,SYNCRIP
GAPDH,SYNCRIP
PRMT1,SYNCRIP
SLBP,SYNCRIP
HNRNPAB,SYNCRIP
CSDE1,SYNCRIP
HNRNPU,SYNCRIP
ERI1,SLBP
LSM11,SLBP
NCBP2,SLBP
SYNCRIP,SLBP
YBX1,SLBP
NCBP1,SLBP
EIF4G1,SLBP
ALYREF,SLBP
EIF4E,SLBP
NXF1,SLBP
MIF4GD,SLBP
UPF1,SLBP
ZNF473,SLBP
CLEC11A,KIT
CBL,KIT
IL1RAP,KIT
PTPRU,KIT
GRAP2,KIT
SH2B3,KIT
CRKL,KIT
STAT1,KIT
TEC,KIT
GRB2,KIT
CXCL12,KIT
SOCS6,KIT
PTPN6,KIT
GRB7,KIT
PRKCA,KIT
PIK3CG,KIT
PIK3R1,KIT
LYN,KIT
PTPN11,KIT
GRB10,KIT
KITLG,KIT
KLK12,SPINK6
KLK5,SPINK6
KLK14,SPINK6
KLK13,SPINK6
BCL2L2,HRK
BCL2A1,HRK
MCL1,HRK
BCL2L1,HRK
BCL2,HRK
BCL2L2,PMAIP1
BCL2A1,PMAIP1
BID,PMAIP1
MCL1,PMAIP1
BCL2L1,PMAIP1
BCL2L11,PMAIP1
BCL2,PMAIP1
BBC3,PMAIP1
BCL2L2,BBC3
BAX,BBC3
BID,BBC3
PMAIP1,BBC3
MCL1,BBC3
BAK1,BBC3
BCL2L1,BBC3
BCL2L11,BBC3
BCL2,BBC3
BCL2L2,BIK
BCL2A1,BIK
MCL1,BIK
BCL2L1,BIK
BCL2L11,BIK
BCL2,BIK
BCL2L2,BMF
MCL1,BMF
BCL2L1,BMF
BCL2,BMF
DYNLL2,BMF
PARP2,HPF1
PARP1,HPF1
H2AC6,HPF1
H2BC11,HPF1
FOXA1,HDAC7
EP300,HDAC7
NCOR1,HDAC7
KAT5,HDAC7
NR2E1,HDAC7
FOXP3,HDAC7
NCOR2,HDAC7
HIF1A,HDAC7
MEF2A,HDAC7
FOXA1,FOXA3
FOXA1,PIAS1
SRSF1,PIAS1
STAT3,PIAS1
PTK2,PIAS1
UBE2I,PIAS1
STAT1,PIAS1
AR,PIAS1
SUMO1,PIAS1
SUMO2,PIAS1
SUMO3,PIAS1
FOXA1,PARP2
XRCC1,PARP2
POLB,PARP2
XPC,PARP2
XRCC6,PARP2
PARP1,PARP2
CHD1L,PARP2
H2AC6,PARP2
LIG3,PARP2
HPF1,PARP2
H2BC11,PARP2
FOXA1,NRIP1
RORA,NRIP1
EP300,NRIP1
PPARGC1A,NRIP1
CTBP1,NRIP1
RORC,NRIP1
ESRRG,NRIP1
JUN,NRIP1
HDAC1,NRIP1
GATA3,NRIP1
ESR1,NRIP1
RXRA,NRIP1
TLE3,NRIP1
FOXA1,HDAC9
EP300,HDAC9
NCOR1,HDAC9
CTBP1,HDAC9
KAT5,HDAC9
SMARCA4,HDAC9
HDAC1,HDAC9
FOXP3,HDAC9
NCOR2,HDAC9
BCL6,HDAC9
MEF2B,HDAC9
MEF2A,HDAC9
FOXA1,GATA3
TCF3,GATA3
EP300,GATA3
TAL1,GATA3
RUNX1,GATA3
FOS,GATA3
NRIP1,GATA3
LMO1,GATA3
USP21,GATA3
JUN,GATA3
BMI1,GATA3
ETS1,GATA3
MTA3,GATA3
ESR1,GATA3
TLE3,GATA3
COMMD3-BMI1,GATA3
LDB1,GATA3
EGLN3,WDR83
MAPK3,WDR83
SF3B4,WDR83
MAP2K1,WDR83
LAMTOR2,WDR83
PPIL1,WDR83
LAMTOR3,WDR83
PRPF8,WDR83
EGLN3,EGLN2
H3-3B,EGLN2
EPAS1,EGLN2
H3C13,EGLN2
H3-5,EGLN2
H3C12,EGLN2
EGLN1,EGLN2
H3-4,EGLN2
H3-2,EGLN2
EGLN3,EPAS1
VHL,EPAS1
EIF4E2,EPAS1
POU5F1,EPAS1
ELOB,EPAS1
CREBBP,EPAS1
EP300,EPAS1
PELP1,EPAS1
ARNT2,EPAS1
SP1,EPAS1
SIRT7,EPAS1
HSP90AA1,EPAS1
ARNT,EPAS1
EGLN1,EPAS1
HIF3A,EPAS1
ARNTL,EPAS1
RBM4,EPAS1
HIF1A,EPAS1
EGLN2,EPAS1
ELOC,EPAS1
MYC,EPAS1
IKBKG,EPAS1
NEDD8,UCHL3
RPS27A,UCHL3
UBA52,UCHL3
UBC,UCHL3
UBB,UCHL3
NEDD8,NAE1
UBE2M,NAE1
APP,NAE1
UBA3,NAE1
UBE2F,NAE1
NEDD8,ARIH2
ELOB,ARIH2
RNF7,ARIH2
CUL5,ARIH2
NEDD8,SENP8
NEDD8,KHNYN
NEDD8,NUB1
PSMD4,NUB1
UBD,NUB1
NEDD8,UBE2F
RNF7,UBE2F
DCUN1D1,UBE2F
DCUN1D3,UBE2F
NAE1,UBE2F
UBA3,UBE2F
CUL5,UBE2F
NEDD8,UBA3
UBE2M,UBA3
NAE1,UBA3
UBE2F,UBA3
RAP1B,HEG1
KRIT1,HEG1
RAP1B,RAP1A
CYBA,RAP1A
NCF1,RAP1A
AFDN,RAP1A
NCF2,RAP1A
RALGDS,RAP1A
APBB1IP,RAP1A
CYBB,RAP1A
TRAF3,RAP1A
KRIT1,RAP1A
NCF4,RAP1A
RAF1,RAP1A
BRAF,RAP1A
RASSF5,RAP1A
RAP1B,RASSF5
KRAS,RASSF5
FBXW11,RASSF5
RASSF1,RASSF5
RAP1A,RASSF5
BTRC,RASSF5
STK4,RASSF5
HRAS,RASSF5
RAP1B,SHANK3
SHANK1,SHANK3
NLGN2,SHANK3
BAIAP2,SHANK3
DLGAP1,SHANK3
HCLS1,SHANK3
HOMER1,SHANK3
SHANK2,SHANK3
NLGN4Y,SHANK3
NLGN3,SHANK3
LZTS2,SHANK3
DLGAP3,SHANK3
DLGAP4,SHANK3
DLG2,SHANK3
ABI1,SHANK3
CTTN,SHANK3
NLGN4X,SHANK3
NLGN1,SHANK3
HOMER3,SHANK3
DLGAP2,SHANK3
DLG4,SHANK3
RAP1B,RASIP1
ARHGAP29,RASIP1
RAP1B,RAP1GAP
ARHGEF6,GIT2
PXN,GIT2
PAK1,GIT2
GRK6,GIT2
GRK5,GIT2
GIT1,GIT2
GRK4,GIT2
ARHGEF7,GIT2
CHRNA10,CHRNA9
CHRND,CHRNA9
CHRNB4,CHRNA9
CHRNA6,CHRNA9
CHRNB3,CHRNA9
CHRNB1,CHRNA9
CHRNA3,CHRNA9
CHRNB2,CHRNA9
CHRNA4,CHRNA9
CHRNA2,CHRNA9
CHRNA7,CHRNA9
CHRNE,CHRNA9
DAZL,DAZAP1
MSI1,DAZAP1
MSI2,DAZAP1
DAZ1,DAZAP1
DAZL,PUM2
BOLL,PUM2
EIF4ENIF1,PUM2
DAZ1,PUM2
MOV10,PUM2
LMAN1,ERP44
ITPR1,ERP44
PRDX4,ERP44
ERO1A,ERP44
LMAN1,MCFD2
CNGB1,CNGA1
CNGB3,CNGA1
CNGA4,CNGA1
CNGB1,CNGA2
CNGA3,CNGA2
CNGB3,CNGA2
CNGA4,CNGA2
CNGB1,CNGA3
CNGB3,CNGA3
CNGA2,CNGA3
CNGA4,CNGA3
CNGB1,CNGA4
CNGA3,CNGA4
CNGB3,CNGA4
CNGA2,CNGA4
CNGA1,CNGA4
NALCN,UNC80
UNC79,UNC80
CALM3,UNC80
FAM155A,UNC80
CALM2,UNC80
NALCN,UNC79
CALM3,UNC79
FAM155A,UNC79
UNC80,UNC79
CALM2,UNC79
NALCN,FAM155A
UNC79,FAM155A
CALM3,FAM155A
UNC80,FAM155A
CALM2,FAM155A
VPS35L,DENND10
VPS26C,DENND10
CCDC22,DENND10
VPS29,DENND10
VPS35L,CCDC22
COMMD9,CCDC22
COMMD4,CCDC22
COMMD10,CCDC22
COMMD7,CCDC22
COMMD1,CCDC22
VPS26C,CCDC22
COMMD6,CCDC22
DENND10,CCDC22
CCDC93,CCDC22
COMMD3,CCDC22
COMMD8,CCDC22
COMMD5,CCDC22
COMMD2,CCDC22
VPS35L,VPS26C
XPO7,VPS26C
COMMD4,VPS26C
COMMD1,VPS26C
DENND10,VPS26C
CCDC22,VPS26C
CCDC93,VPS26C
COMMD2,VPS26C
SH3GLB1,VPS26C
VPS29,VPS26C
VPS35L,CCDC93
COMMD9,CCDC93
COMMD10,CCDC93
COMMD1,CCDC93
VPS26C,CCDC93
CCDC22,CCDC93
DOCK7,LRCH3
DOCK8,LRCH3
DOCK7,DOCK8
DOCK6,DOCK8
WAS,DOCK8
LRCH1,DOCK8
WIPF1,DOCK8
LRCH3,DOCK8
CDC42,DOCK8
CORO7,EPS15
NUMBL,EPS15
STAM2,EPS15
EPN3,EPS15
EGFR,EPS15
CRK,EPS15
CLTB,EPS15
EPN2,EPS15
AP2A2,EPS15
HGS,EPS15
UBQLN2,EPS15
ITSN2,EPS15
AP1B1,EPS15
AP2A1,EPS15
SGIP1,EPS15
UBQLN1,EPS15
STAM,EPS15
ITSN1,EPS15
GRB2,EPS15
PICALM,EPS15
AP1G1,EPS15
AAK1,EPS15
NECAP2,EPS15
REPS1,EPS15
EPS15L1,EPS15
FCHO2,EPS15
AP2M1,EPS15
EPN1,EPS15
SPART,EPS15
UBC,EPS15
STON2,EPS15
NUMB,EPS15
CORO7-PAM16,EPS15
AP2S1,EPS15
FCHO1,EPS15
CLTC,EPS15
AP2B1,EPS15
MEGF8,MGRN1
HCN2,HCN1
HCN4,HCN1
HCN3,HCN1
HCN2,HCN4
HCN1,HCN4
HCN3,HCN4
SCN2A,HCN4
HCN2,HCN3
HCN4,HCN3
HCN1,HCN3
SLX1A,SLX1B
SLX4,SLX1B
SLX1A,EME1
SLX4,EME1
MUS81,EME1
EME2,EME1
CERS4,ACER2
CERS2,ACER2
CERS3,ACER2
ACER1,ACER2
CERS5,ACER2
ASAH1,ACER2
CERS6,ACER2
ASAH2,ACER2
CERS4,CERS3
CERS2,CERS3
ACER1,CERS3
CERS5,CERS3
ACER2,CERS3
ASAH1,CERS3
CERS6,CERS3
ASAH2,CERS3
ACER3,CERS3
CERS4,ASAH2
CERS2,ASAH2
CERS3,ASAH2
ACER1,ASAH2
CERS5,ASAH2
ACER2,ASAH2
ASAH1,ASAH2
CERS6,ASAH2
ACER3,ASAH2
CERS4,CERS6
CERS2,CERS6
CERS3,CERS6
ACER1,CERS6
CERS5,CERS6
ACER2,CERS6
ASAH1,CERS6
ASAH2,CERS6
ACER3,CERS6
CERS4,CERS5
CERS2,CERS5
CERS3,CERS5
ACER1,CERS5
ACER2,CERS5
ASAH1,CERS5
CERS6,CERS5
ASAH2,CERS5
ACER3,CERS5
CERS4,ACER1
CERS2,ACER1
CERS3,ACER1
CERS5,ACER1
ACER2,ACER1
ASAH1,ACER1
CERS6,ACER1
ASAH2,ACER1
CERS4,ACER3
CERS2,ACER3
CERS3,ACER3
CERS5,ACER3
ASAH1,ACER3
CERS6,ACER3
ASAH2,ACER3
CERS4,ASAH1
CERS2,ASAH1
CERS3,ASAH1
ACER1,ASAH1
CERS5,ASAH1
ACER2,ASAH1
CERS6,ASAH1
ASAH2,ASAH1
ACER3,ASAH1
CERS4,CERS2
CERS3,CERS2
ACER1,CERS2
CERS5,CERS2
ACER2,CERS2
ASAH1,CERS2
CERS6,CERS2
ASAH2,CERS2
ACER3,CERS2
TUBG2,TUBGCP6
TUBG1,TUBGCP6
TUBGCP4,TUBGCP6
TUBGCP3,TUBGCP6
MARK4,TUBGCP6
MZT2A,TUBGCP6
TOPORS,TUBGCP6
NME7,TUBGCP6
BLOC1S2,TUBGCP6
MZT1,TUBGCP6
CENPJ,TUBGCP6
MZT2B,TUBGCP6
BRCA1,TUBGCP6
TUBGCP2,TUBGCP6
NEDD1,TUBGCP6
ACTG1,TUBGCP6
TUBGCP5,TUBGCP6
ACTB,TUBGCP6
NCAPG,NCAPH
SMC2,NCAPH
NCAPD2,NCAPH
SMC4,NCAPH
NCAPD3,NCAPH
NCAPG,POU3F3
